name,rank,model,chain_i,chain_j,iLIS,iLIA,iLISA,ipSAE,actifpTM,LIS,cLIS,LIA,cLIA,ipTM,pLDDT_i,pLDDT_j,pTM,LIR_i,LIR_j,cLIR_i,cLIR_j,LIpLDDT_i,LIpLDDT_j,cLIpLDDT_i,cLIpLDDT_j,len_i,len_j,LIR_indices_i,LIR_indices_j,cLIR_indices_i,cLIR_indices_j
aPKC___Sirt1,4,3,A,B,0.0428,4.0,0.2,0.0000,0.5566,0.0499,0.0367,8.0,2.0,0.3200,42.6,46.3,0.340,1,8,1,2,40.4,90.7,40.4,78.6,958,823,[958],"[223,231,405,425,432,464,466,687]",[958],"[405,432]"
aPKC___Sirt1,5,1,A,B,0.1187,205.1,24.3,0.0189,0.7007,0.1059,0.1330,765.0,55.0,0.3000,42.5,46.5,0.360,239,7,19,5,84.4,36.5,78.1,39.4,958,823,"[612-653,659-671,674-705,707-708,712-765,772,774-776,778-788,791-792,794-807,809-810,833-835,837,851-852,854-855,857-859,861,866-867,879,881,884,889-899,912-945,947]",[533-539],"[621,623-629,646-648,651,689,921-926]",[535-539]
aPKC___Sirt4,1,1,A,B,0.0041,6.8,0.0,0.0112,0.4828,0.0199,0.0008,46.0,1.0,0.3800,43.4,80.1,0.390,1,46,1,1,29.5,90.2,29.5,90.8,958,312,[958],"[35,37-39,41,47-48,51,117-120,122-123,127,133,150-151,163,175-177,179-180,214,217,221-222,230-231,249,255,257,270,272,275,288-292,297-300,302]",[958],[222]
aPKC___Sirt4,2,2,A,B,0.0000,0.0,0.0,0.0000,0.4112,0.0083,0.0000,2.0,0.0,0.3500,43.7,81.6,0.370,1,2,0,0,32.7,82.5,,,958,312,[958],"[38,230]",,
aPKC___Sirt4,3,5,A,B,0.0000,0.0,0.0,0.0000,0.3396,0.0000,0.0000,0.0,0.0,0.3200,44.2,80.4,0.390,0,0,0,0,,,,,958,312,,,,
aPKC___Sirt4,4,3,A,B,0.0000,0.0,0.0,0.0000,0.3470,0.0000,0.0000,0.0,0.0,0.3000,43.9,79.7,0.390,0,0,0,0,,,,,958,312,,,,
aPKC___Sirt4,5,4,A,B,0.0000,0.0,0.0,0.0000,0.1965,0.0000,0.0000,0.0,0.0,0.1800,42.4,78.7,0.390,0,0,0,0,,,,,958,312,,,,
aPKC___Sirt6,1,1,A,B,0.1685,313.8,52.9,0.0409,0.7104,0.1594,0.1780,2009.0,49.0,0.6200,44.5,84.4,0.390,10,279,8,14,42.0,89.7,44.3,78.8,958,325,[237-246],"[9-78,85-166,181-286,290-310]",[238-245],"[14-17,187,189-191,193,219-222,246]"
aPKC___Sirt6,2,5,A,B,0.0000,0.0,0.0,0.0000,0.2769,0.0000,0.0000,0.0,0.0,0.2500,43.8,85.1,0.390,0,0,0,0,,,,,958,325,,,,
aPKC___Sirt6,3,3,A,B,0.0000,0.0,0.0,0.0000,0.3735,0.0000,0.0000,0.0,0.0,0.2000,43.8,83.2,0.370,0,0,0,0,,,,,958,325,,,,
aPKC___Sirt6,4,4,A,B,0.0000,0.0,0.0,0.0000,0.2931,0.0000,0.0000,0.0,0.0,0.1700,41.0,82.6,0.360,0,0,0,0,,,,,958,325,,,,
aPKC___Sirt6,5,2,A,B,0.0000,0.0,0.0,0.0000,0.1692,0.0000,0.0000,0.0,0.0,0.1700,44.2,85.5,0.370,0,0,0,0,,,,,958,325,,,,
aPKC___Sirt7,1,5,A,B,0.0555,135.4,7.5,0.0150,0.6998,0.0398,0.0773,917.0,20.0,0.2300,42.7,51.9,0.350,237,8,12,6,87.9,31.6,80.3,32.3,958,771,"[613,615-623,626,629-636,640-649,662-671,674-686,688-694,697,699-709,711-757,759,761-766,771-792,794-815,828-869,875-885,888-900,915,944]",[640-647],"[703,742-744,778-781,811,813,829,832]","[640,642-646]"
aPKC___Sirt7,2,2,A,B,0.0305,50.2,1.5,0.0120,0.6112,0.0189,0.0493,194.0,13.0,0.2200,43.5,53.6,0.350,86,8,8,5,87.0,30.3,83.1,30.8,958,771,"[620-621,633,641-642,647,651,667,676,688,697,701,703-704,706-707,716,720,724,733,735-745,751,753-755,760-762,764,771,773-774,776-783,785-787,790-791,795-800,803,806-807,811-813,815,829,831-837,850,862-866,878-879,881,883]",[637-644],"[703,742-744,778-780,813]","[639-642,644]"
aPKC___Sirt7,3,4,A,B,0.0000,0.0,0.0,0.0000,0.3628,0.0000,0.0000,0.0,0.0,0.2100,40.7,50.4,0.350,0,0,0,0,,,,,958,771,,,,
aPKC___Sirt7,4,3,A,B,0.0000,0.0,0.0,0.0000,0.3747,0.0000,0.0000,0.0,0.0,0.2000,42.3,51.7,0.350,0,0,0,0,,,,,958,771,,,,
aPKC___Sirt7,5,1,A,B,0.0000,0.0,0.0,0.0000,0.3726,0.0000,0.0000,0.0,0.0,0.2000,41.4,51.2,0.350,0,0,0,0,,,,,958,771,,,,
aPKC___Six4,1,5,A,B,0.4105,3013.3,1236.8,0.6132,0.9465,0.3101,0.5434,83301.0,109.0,0.4400,46.0,47.4,0.450,351,178,33,25,89.2,84.2,82.1,72.0,958,392,[606-956],[181-358],"[624-626,648,650-651,703,706-707,710,742,744,775,778-780,787-789,807,811-813,816,824-825,827-830,833,917,926]","[276-279,281-282,285,300-301,319-320,322-323,341-342,344-346,349-350,352-356]"
aPKC___Six4,2,2,A,B,0.3573,1988.5,710.5,0.4850,0.8808,0.3273,0.3901,34384.0,115.0,0.3800,46.2,45.9,0.410,347,69,38,25,89.3,76.2,81.2,71.0,958,392,[608-954],"[277-285,299-358]","[624-627,648,650-651,654-655,703,706-707,710,742-744,775,778-780,786-787,789,807,811-813,816,824-825,827-830,833,837,917,926]","[278-279,281-282,301-302,308,319-320,322-323,337-338,341-342,344-346,349-350,352-356]"
aPKC___Six4,3,4,A,B,0.1802,1409.8,254.0,0.2426,0.7661,0.1402,0.2314,22585.0,88.0,0.3400,44.6,44.5,0.400,336,61,29,21,86.3,72.4,77.6,64.9,958,392,"[611-885,887-947]","[281-282,284-285,300-356]","[624-627,648,651,703,707,710,742-744,778-780,787,807,811-813,816,827-830,833,917-918,926]","[281-282,301-302,319-320,322-324,337,341-342,344-346,349-350,352-355]"
aPKC___Six4,4,1,A,B,0.0317,53.7,1.7,0.0000,0.5106,0.0329,0.0306,480.0,6.0,0.2800,44.6,43.2,0.390,187,13,5,2,90.8,62.7,77.6,58.3,958,392,"[613,615-616,618-624,629-635,640-643,646-650,663,666-670,676,678,681-682,684,686,688,690-694,696-697,701-703,706-707,712-724,726-765,771,773-775,777-788,791,794-800,802-815,829,832-837,841,845,847-848,850-854,856-857,860-861,863-864,866-867,876-881,883-884,889-893,897,914,916-918,938,945,947]",[338-350],"[742,744,779-780,829]","[346,349]"
aPKC___Six4,5,3,A,B,0.0000,0.0,0.0,0.0000,0.4703,0.0065,0.0000,3.0,0.0,0.2000,45.5,45.1,0.370,3,2,0,0,93.7,30.2,,,958,392,"[810,814,866]",[55-56],,
aPKC___SkpE,1,4,A,B,0.0000,0.0,0.0,0.0000,0.2315,0.0000,0.0000,0.0,0.0,0.2500,43.5,55.0,0.400,0,0,0,0,,,,,958,167,,,,
aPKC___SkpE,2,1,A,B,0.0000,0.0,0.0,0.0000,0.2055,0.0000,0.0000,0.0,0.0,0.2300,45.0,54.9,0.420,0,0,0,0,,,,,958,167,,,,
aPKC___SkpE,3,2,A,B,0.0000,0.0,0.0,0.0000,0.1863,0.0000,0.0000,0.0,0.0,0.2100,45.8,57.2,0.430,0,0,0,0,,,,,958,167,,,,
aPKC___SkpE,4,5,A,B,0.0000,0.0,0.0,0.0000,0.1995,0.0000,0.0000,0.0,0.0,0.2100,45.8,61.1,0.430,0,0,0,0,,,,,958,167,,,,
aPKC___SkpE,5,3,A,B,0.0000,0.0,0.0,0.0000,0.1675,0.0000,0.0000,0.0,0.0,0.1900,44.7,59.9,0.400,0,0,0,0,,,,,958,167,,,,
aPKC___Smox,1,1,A,B,0.0663,76.2,5.1,0.0142,0.5752,0.0690,0.0637,242.0,24.0,0.3100,44.3,54.6,0.350,7,84,6,14,45.3,83.1,46.7,76.9,958,486,[428-434],"[283-287,289,292,294-296,299,309-311,315-317,356-357,363-368,376-377,380,382,385,387,392-393,395,400-401,403-419,421-422,424-426,429-434,457-476]",[428-433],"[283-287,406-407,410-411,413-414,417,471,474]"
aPKC___Smox,2,4,A,B,0.0707,15.7,1.1,0.0108,0.5408,0.0681,0.0734,35.0,7.0,0.3000,44.0,57.7,0.360,5,23,3,2,28.7,80.2,29.4,73.5,958,486,[156-160],"[299,331,356,364-367,372,375,382,391-392,394-395,397-402,434,458,460]",[157-159],[399-400]
aPKC___Smox,3,3,A,B,0.0000,0.0,0.0,0.0000,0.4162,0.0000,0.0000,0.0,0.0,0.2800,44.1,56.8,0.390,0,0,0,0,,,,,958,486,,,,
aPKC___Smox,4,5,A,B,0.0000,0.0,0.0,0.0000,0.2331,0.0000,0.0000,0.0,0.0,0.2000,44.2,56.9,0.350,0,0,0,0,,,,,958,486,,,,
aPKC___Smox,5,2,A,B,0.0000,0.0,0.0,0.0000,0.2013,0.0000,0.0000,0.0,0.0,0.1900,44.2,57.4,0.360,0,0,0,0,,,,,958,486,,,,
aPKC___Snr1,1,3,A,B,0.2043,3109.3,635.2,0.2843,0.9053,0.1594,0.2619,59678.0,162.0,0.5000,46.7,70.9,0.460,362,232,48,46,86.9,78.7,69.1,66.9,958,370,"[478-495,499-503,526,528,537,610-870,874-948]","[121-139,145-233,236,244-316,318-321,325-370]","[480-487,489-494,499,537,625-627,651,653-654,703,706-707,710,743-744,778-780,811-813,816,821-822,824-825,827,829,921-922,924-927,929]","[126,132,134-135,138,145-148,151,153-154,178-182,209,248,250,255-258,289-291,303,306,310,344,347,351,354-356,358-360,362-367,369]"
aPKC___Snr1,2,1,A,B,0.0000,0.0,0.0,0.0000,0.2540,0.0000,0.0000,0.0,0.0,0.2100,43.3,61.3,0.370,0,0,0,0,,,,,958,370,,,,
aPKC___Snr1,3,4,A,B,0.0000,0.0,0.0,0.0000,0.3145,0.0000,0.0000,0.0,0.0,0.2100,42.9,65.4,0.370,0,0,0,0,,,,,958,370,,,,
aPKC___Snr1,4,2,A,B,0.0000,0.0,0.0,0.0000,0.1588,0.0000,0.0000,0.0,0.0,0.1800,45.1,67.2,0.370,0,0,0,0,,,,,958,370,,,,
aPKC___Snr1,5,5,A,B,0.0000,0.0,0.0,0.0000,0.1956,0.0000,0.0000,0.0,0.0,0.1800,44.3,66.6,0.360,0,0,0,0,,,,,958,370,,,,
aPKC___Sox100B,1,2,A,B,0.0000,0.0,0.0,0.0000,0.3989,0.0106,0.0000,5.0,0.0,0.2300,46.6,26.5,0.370,5,3,0,0,95.6,66.0,,,958,529,"[803,808,833,866,879]","[79-80,146]",,
aPKC___Sox100B,2,5,A,B,0.0000,0.0,0.0,0.0000,0.3716,0.0000,0.0000,0.0,0.0,0.2100,45.3,26.4,0.370,0,0,0,0,,,,,958,529,,,,
aPKC___Sox100B,3,1,A,B,0.0000,0.0,0.0,0.0000,0.2805,0.0000,0.0000,0.0,0.0,0.2100,45.5,25.6,0.370,0,0,0,0,,,,,958,529,,,,
aPKC___Sox100B,4,3,A,B,0.0000,0.0,0.0,0.0000,0.2918,0.0000,0.0000,0.0,0.0,0.1900,45.6,25.0,0.370,0,0,0,0,,,,,958,529,,,,
aPKC___Sox100B,5,4,A,B,0.0000,0.0,0.0,0.0000,0.3029,0.0000,0.0000,0.0,0.0,0.1800,45.4,24.3,0.370,0,0,0,0,,,,,958,529,,,,
aPKC___Sox102F,1,2,A,B,0.1672,399.1,66.7,0.0160,0.7781,0.1047,0.2672,5138.0,31.0,0.2900,46.2,26.9,0.370,283,79,7,12,92.2,81.3,69.7,76.9,958,618,"[612-653,661-670,674-708,711-765,771-845,847-869,875-884,888-899,901,913-922,926,932-933,936-938,940-942,945]","[423-445,448-501,507,509]","[625-627,822-825]","[428-429,466,469-470,473-474,476-477,496-498]"
aPKC___Sox102F,2,5,A,B,0.0000,0.0,0.0,0.0000,0.4727,0.0000,0.0000,0.0,0.0,0.2500,45.7,25.5,0.350,0,0,0,0,,,,,958,618,,,,
aPKC___Sox102F,3,3,A,B,0.0669,127.1,8.5,0.0144,0.6751,0.0504,0.0889,897.0,18.0,0.2300,46.0,25.1,0.360,252,6,12,4,92.5,31.8,90.7,33.5,958,618,"[613,615-622,624-636,638-648,663-670,674-686,688-766,771-772,774-815,829-869,875,877-885,887-903,911-913,915-916,919,944]",[288-293],"[703,706-707,710,742-744,780,807,811-813]",[288-291]
aPKC___Sox102F,4,1,A,B,0.0000,0.0,0.0,0.0000,0.3672,0.0000,0.0000,0.0,0.0,0.2300,45.1,24.6,0.360,0,0,0,0,,,,,958,618,,,,
aPKC___Sox102F,5,4,A,B,0.0000,0.0,0.0,0.0000,0.2745,0.0000,0.0000,0.0,0.0,0.1900,44.0,22.9,0.350,0,0,0,0,,,,,958,618,,,,
aPKC___Sox14,1,5,A,B,0.0908,77.3,7.0,0.0130,0.6183,0.0856,0.0962,373.0,16.0,0.3000,46.4,23.9,0.360,172,5,9,5,93.0,40.2,93.1,40.2,958,669,"[631,633,641-644,665,667,670,676-677,684,691,693,701-707,711-728,730-732,734-749,751-756,759,761-763,766,771-772,774-776,778-787,789-811,813-815,829-830,832-869,875-884,888-897,899-900]",[495-499],"[840-843,852,855-856,859-860]",[495-499]
aPKC___Sox14,2,3,A,B,0.0235,3.6,0.1,0.0000,0.4817,0.0210,0.0263,13.0,1.0,0.2700,45.3,23.2,0.360,12,2,1,1,96.1,34.0,89.1,32.6,958,669,"[714,716,720,737,794,798,801,841,851,881,883,889]","[495,497]",[841],[497]
aPKC___Sox14,3,4,A,B,0.0000,0.0,0.0,0.0000,0.4100,0.0000,0.0000,0.0,0.0,0.2400,44.1,23.0,0.350,0,0,0,0,,,,,958,669,,,,
aPKC___Sox14,4,1,A,B,0.0000,0.0,0.0,0.0000,0.2748,0.0000,0.0000,0.0,0.0,0.2000,45.5,22.6,0.350,0,0,0,0,,,,,958,669,,,,
aPKC___Sox14,5,2,A,B,0.0000,0.0,0.0,0.0000,0.2552,0.0000,0.0000,0.0,0.0,0.2000,46.2,23.1,0.360,0,0,0,0,,,,,958,669,,,,
aPKC___Sox15,1,3,A,B,0.0671,211.6,14.2,0.0135,0.6657,0.0557,0.0807,1279.0,35.0,0.2300,45.1,21.2,0.350,269,16,22,9,90.3,31.2,85.8,32.3,958,784,"[613,615-636,640-652,659-671,674-697,700-709,711-815,828-869,875-884,888-899,902,915,932-933,935-947]","[487-493,495,777-784]","[626,703,706-707,739-740,742-743,758,760-761,774-778,780,807,811-813,832]","[487,490-492,777,780-783]"
aPKC___Sox15,2,2,A,B,0.0189,77.4,1.5,0.0000,0.5826,0.0141,0.0253,374.0,16.0,0.2300,46.4,20.6,0.340,164,7,9,4,94.0,33.1,88.8,34.4,958,784,"[616,618,620-621,625-626,628,630-635,640-643,646-651,657,660,664-670,674,676-678,683-691,693,695,697,699-705,707,712,714,716-720,724,728,731,733-740,742-746,748-749,751-755,758-764,771-782,786-787,789-791,794-803,805,808-810,813-815,832-838,842,844,851,854-855,857,861-869,878-879,881,883-884,889,892,899,913,936,938,940,942,945,947]",[776-782],"[739,761,774-779,782]","[777-778,780-781]"
aPKC___Sox15,3,1,A,B,0.0000,0.0,0.0,0.0000,0.3947,0.0000,0.0000,0.0,0.0,0.2300,45.7,20.8,0.350,0,0,0,0,,,,,958,784,,,,
aPKC___Sox15,4,5,A,B,0.0000,0.0,0.0,0.0000,0.3456,0.0000,0.0000,0.0,0.0,0.2200,45.5,20.7,0.340,0,0,0,0,,,,,958,784,,,,
aPKC___Sox15,5,4,A,B,0.0000,0.0,0.0,0.0000,0.4509,0.0000,0.0000,0.0,0.0,0.2200,44.0,19.0,0.340,0,0,0,0,,,,,958,784,,,,
aPKC___Sox21a,1,4,A,B,0.0473,165.9,7.9,0.2211,0.5615,0.0494,0.0454,1251.0,22.0,0.2900,44.1,26.8,0.400,142,67,11,10,87.7,65.3,72.1,67.6,958,406,"[1,622,627-629,631-633,635,642,644,646-647,649-669,677,697,713-715,717-720,722-725,727-729,731-743,745-746,748-749,754-756,758-768,770-779,782,784,786-789,791-800,802,804-810,834,836-838,849,851-856,858-859,867-868,878-880,882-885,890,940-942,945]","[121-143,146-163,166-182,185,365-366,401-406]","[654-656,659,662-663,666,763-765,940]","[129,132-133,136-137,147-149,151-152]"
aPKC___Sox21a,2,2,A,B,0.0000,0.0,0.0,0.2302,0.4179,0.5209,0.0000,11.0,0.0,0.2200,46.2,27.2,0.380,1,6,0,0,15.8,18.1,,,958,406,[1],[401-406],,
aPKC___Sox21a,3,3,A,B,0.0000,0.0,0.0,0.2562,0.4455,0.4694,0.0000,13.0,0.0,0.2100,45.6,27.6,0.390,2,8,0,0,57.0,19.7,,,958,406,"[1,718]","[5,400-406]",,
aPKC___Sox21a,4,1,A,B,0.0000,0.0,0.0,0.1997,0.3651,0.4983,0.0000,11.0,0.0,0.2000,45.6,25.8,0.380,1,6,0,0,18.0,15.9,,,958,406,[1],[401-406],,
aPKC___Sox21a,5,5,A,B,0.0000,0.0,0.0,0.2541,0.2423,0.5318,0.0000,11.0,0.0,0.1800,46.4,26.2,0.390,1,6,0,0,15.4,16.1,,,958,406,[1],[401-406],,
aPKC___Sox21b,1,2,A,B,0.1611,624.7,100.6,0.1922,0.7103,0.1555,0.1668,5575.0,70.0,0.2500,46.5,24.5,0.370,304,35,28,18,91.9,37.4,85.0,37.7,958,586,"[1,613-653,662-673,675-767,771-818,824-871,876-886,888-905,907,910-924,926-928,933-934,937-939,941-948]","[251,253,316-343,582-586]","[703,706-707,709-711,740,742-744,761,775,777-781,807,811-813,816,824,827-830,832]","[318-321,328,330-340,342-343]"
aPKC___Sox21b,2,4,A,B,0.0000,0.0,0.0,0.2108,0.3936,0.5039,0.0000,11.0,0.0,0.2400,44.5,21.4,0.360,1,6,0,0,14.1,16.1,,,958,586,[1],[581-586],,
aPKC___Sox21b,3,3,A,B,0.1066,156.5,16.7,0.2283,0.5905,0.2878,0.0395,980.0,25.0,0.2200,46.0,24.0,0.360,229,19,14,7,93.1,24.4,87.7,29.7,958,586,"[1,614,616-623,630-636,641-648,665-666,668,675-682,684-686,688-689,691-765,772-773,775-816,832-869,876,878-885,888-904,911-913,916-917]","[330-337,567-571,581-586]","[706-707,710-711,740,777-778,780,782,807,811-813,816]","[331-335,569-570]"
aPKC___Sox21b,4,1,A,B,0.0000,0.0,0.0,0.1810,0.3728,0.4838,0.0000,10.0,0.0,0.2000,45.3,22.1,0.360,1,5,0,0,15.8,16.8,,,958,586,[1],[582-586],,
aPKC___Sox21b,5,5,A,B,0.0000,0.0,0.0,0.2059,0.2434,0.4947,0.0000,11.0,0.0,0.1900,46.7,23.2,0.360,1,6,0,0,16.3,15.4,,,958,586,[1],[581-586],,
aPKC___SoxN,1,4,A,B,0.1971,1674.5,330.0,0.1997,0.8526,0.1537,0.2526,25724.0,109.0,0.3600,45.1,20.2,0.360,329,89,32,27,88.3,61.8,77.9,59.4,958,760,"[1,612-673,675-818,824-871,875-886,888-949]","[174-256,755-760]","[624-626,654-656,658-659,703-704,706-708,710,742-744,763,765,772-775,778-780,789,813,827,829,832,915]","[178,180-181,184,186-187,191,194-195,198,205-207,209-211,214-215,218,247-248,250-255]"
aPKC___SoxN,2,1,A,B,0.1130,157.5,17.8,0.2358,0.6696,0.1255,0.1016,730.0,34.0,0.2700,45.6,20.1,0.340,246,13,11,6,90.4,26.7,82.5,33.5,958,760,"[1,614,616-637,641-652,659-672,677-679,681-696,698-703,706,709,713-725,727-768,771-816,829-846,848-868,876-885,890-893,899-900,915-916,918,937-943,945-946,948]","[461-467,755-760]","[626,740,761,773-779,782]",[462-467]
aPKC___SoxN,3,3,A,B,0.1144,168.8,19.3,0.2229,0.6954,0.1592,0.0822,1096.0,26.0,0.2600,46.4,20.9,0.340,272,18,15,7,92.2,24.9,87.8,31.1,958,760,"[1,613-637,639-652,661-672,675-710,712-768,771-816,830-869,876-885,890-898,900-901,903-904,914-917,920,933-934,937-943,945-948]","[333-336,460-466,754-760]","[626-627,740,744,760-761,774-779,782,812-813]","[334,336,461-465]"
aPKC___SoxN,4,2,A,B,0.1308,186.0,24.3,0.2437,0.6686,0.2865,0.0597,1384.0,25.0,0.2300,46.9,21.0,0.340,301,14,14,7,93.2,25.4,84.8,31.0,958,760,"[1,612-655,659-673,675-709,712-768,771-816,829-846,848-871,876-886,889-904,912-920,922,925-928,930-949]","[461-468,755-760]","[625-627,655,660,740,760-761,775-779,829]",[462-468]
aPKC___SoxN,5,5,A,B,0.0000,0.0,0.0,0.2125,0.3197,0.4872,0.0000,11.0,0.0,0.2300,46.1,21.5,0.340,1,6,0,0,21.5,16.0,,,958,760,[1],[755-760],,
aPKC___Sp1,1,5,A,B,0.0000,0.0,0.0,0.2562,0.4361,0.4920,0.0000,12.0,0.0,0.2700,45.9,23.4,0.350,1,6,0,0,15.9,17.7,,,958,725,[1],[720-725],,
aPKC___Sp1,2,4,A,B,0.0487,3.5,0.2,0.2159,0.4460,0.4745,0.0050,12.0,1.0,0.2500,43.5,20.9,0.350,2,7,1,1,44.2,23.2,72.9,31.2,958,725,"[1,772]","[58,720-725]",[772],[58]
aPKC___Sp1,3,3,A,B,0.0000,0.0,0.0,0.2320,0.5023,0.4501,0.0000,13.0,0.0,0.2300,45.1,20.6,0.350,2,7,0,0,56.7,19.0,,,958,725,"[1,718]","[75,720-725]",,
aPKC___Sp1,4,2,A,B,0.0000,0.0,0.0,0.2478,0.4703,0.4747,0.0000,12.0,0.0,0.2200,46.1,20.7,0.350,1,6,0,0,17.1,24.9,,,958,725,[1],[720-725],,
aPKC___Sp1,5,1,A,B,0.0000,0.0,0.0,0.2092,0.3097,0.4697,0.0000,11.0,0.0,0.1900,45.3,20.7,0.360,1,6,0,0,17.3,15.4,,,958,725,[1],[720-725],,
aPKC___Spps,1,2,A,B,0.0849,17.3,1.5,0.2814,0.6131,0.2426,0.0297,43.0,7.0,0.2900,46.4,22.6,0.340,10,17,3,5,78.1,56.3,74.3,73.6,958,984,"[1,655-657,659-662,761-762]","[793,799-800,808-815,818,980-984]","[655-656,659]","[809-811,814-815]"
aPKC___Spps,2,4,A,B,0.0000,0.0,0.0,0.2520,0.3245,0.4688,0.0000,11.0,0.0,0.2400,43.4,20.0,0.330,1,6,0,0,16.6,14.2,,,958,984,[1],[979-984],,
aPKC___Spps,3,5,A,B,0.0000,0.0,0.0,0.2142,0.2749,0.4896,0.0000,10.0,0.0,0.2100,45.9,21.0,0.320,1,5,0,0,23.9,18.2,,,958,984,[1],[980-984],,
aPKC___Spps,4,1,A,B,0.0000,0.0,0.0,0.2606,0.3349,0.4671,0.0000,11.0,0.0,0.2100,45.0,21.5,0.340,1,6,0,0,16.2,19.9,,,958,984,[1],[979-984],,
aPKC___Spps,5,3,A,B,0.0000,0.0,0.0,0.2302,0.2373,0.4807,0.0000,11.0,0.0,0.2000,45.4,19.8,0.330,1,6,0,0,16.0,14.9,,,958,984,[1],[979-984],,
aPKC___Spt3,1,2,A,B,0.0000,0.0,0.0,0.0000,0.3786,0.0000,0.0000,0.0,0.0,0.2200,44.7,55.7,0.370,0,0,0,0,,,,,958,384,,,,
aPKC___Spt3,2,4,A,B,0.0000,0.0,0.0,0.0000,0.2019,0.0000,0.0000,0.0,0.0,0.2100,44.1,53.9,0.400,0,0,0,0,,,,,958,384,,,,
aPKC___Spt3,3,1,A,B,0.0000,0.0,0.0,0.0000,0.2368,0.0000,0.0000,0.0,0.0,0.1900,43.3,54.8,0.370,0,0,0,0,,,,,958,384,,,,
aPKC___Spt3,4,5,A,B,0.0000,0.0,0.0,0.0000,0.1807,0.0000,0.0000,0.0,0.0,0.1800,45.3,55.3,0.390,0,0,0,0,,,,,958,384,,,,
aPKC___Spt3,5,3,A,B,0.0000,0.0,0.0,0.0000,0.2378,0.0000,0.0000,0.0,0.0,0.1800,43.9,56.3,0.370,0,0,0,0,,,,,958,384,,,,
aPKC___Sry-beta,1,3,A,B,0.0000,0.0,0.0,0.0000,0.2613,0.0000,0.0000,0.0,0.0,0.2100,43.3,42.3,0.370,0,0,0,0,,,,,958,356,,,,
aPKC___Sry-beta,2,1,A,B,0.0000,0.0,0.0,0.0000,0.2848,0.0000,0.0000,0.0,0.0,0.2000,42.7,41.8,0.380,0,0,0,0,,,,,958,356,,,,
aPKC___Sry-beta,3,5,A,B,0.0000,0.0,0.0,0.0000,0.2163,0.0000,0.0000,0.0,0.0,0.1800,42.6,45.0,0.380,0,0,0,0,,,,,958,356,,,,
aPKC___Sry-beta,4,2,A,B,0.0000,0.0,0.0,0.0000,0.2208,0.0000,0.0000,0.0,0.0,0.1800,43.0,46.4,0.370,0,0,0,0,,,,,958,356,,,,
aPKC___Sry-beta,5,4,A,B,0.0000,0.0,0.0,0.0000,0.2168,0.0000,0.0000,0.0,0.0,0.1800,41.7,44.2,0.370,0,0,0,0,,,,,958,356,,,,
aPKC___Sry-delta,1,3,A,B,0.0000,0.0,0.0,0.0000,0.3161,0.0000,0.0000,0.0,0.0,0.2000,42.6,40.4,0.370,0,0,0,0,,,,,958,433,,,,
aPKC___Sry-delta,2,1,A,B,0.0000,0.0,0.0,0.0000,0.2516,0.0000,0.0000,0.0,0.0,0.2000,41.4,40.5,0.360,0,0,0,0,,,,,958,433,,,,
aPKC___Sry-delta,3,4,A,B,0.0000,0.0,0.0,0.0000,0.2210,0.0000,0.0000,0.0,0.0,0.1800,40.8,43.0,0.360,0,0,0,0,,,,,958,433,,,,
aPKC___Sry-delta,4,2,A,B,0.0000,0.0,0.0,0.0000,0.2363,0.0000,0.0000,0.0,0.0,0.1800,42.0,44.0,0.360,0,0,0,0,,,,,958,433,,,,
aPKC___Sry-delta,5,5,A,B,0.0000,0.0,0.0,0.0000,0.2044,0.0000,0.0000,0.0,0.0,0.1800,42.9,43.2,0.360,0,0,0,0,,,,,958,433,,,,
aPKC___Ssdp,1,5,A,B,0.2191,764.2,167.4,0.1951,0.8614,0.1853,0.2591,6279.0,93.0,0.3100,46.1,25.2,0.360,328,30,36,20,91.3,37.9,86.6,43.3,958,508,"[1,612-817,826-872,876-886,888-950]","[173-197,504-508]","[624-627,656,660,703,706-707,710,740,744,761,774-779,782,786-787,789,807,811-813,815-816,829-830,832-833,835,915,917]","[173-175,178-184,186-194,196]"
aPKC___Ssdp,2,3,A,B,0.0848,42.5,3.6,0.2092,0.5527,0.2552,0.0282,226.0,8.0,0.2200,45.4,22.3,0.360,145,12,7,3,93.5,23.9,89.8,33.9,958,508,"[1,622-623,631-635,642-645,668,675,678,682,692-698,700,702-703,705-710,712-725,728,731,737-740,742-747,750-752,754-756,760,763,773,775-778,782,784,786-788,793,795-797,800-816,832-838,841-842,846,848-864,867-868,876,878-880,882-885,890,893-894,896,898-900,902-904,916]","[178-181,184-185,503-508]","[703,706-708,710,807,811]","[178-179,184]"
aPKC___Ssdp,3,2,A,B,0.0544,9.3,0.5,0.1922,0.5260,0.3090,0.0096,43.0,2.0,0.2200,46.4,21.5,0.360,28,13,2,2,92.0,27.3,91.3,34.7,958,508,"[1,617,635,695,702,709,719-720,762,775,780,807,809,814-815,834,841,850-851,867,879,882,890,892-893,896,903,916]","[178-180,184,186-189,504-508]","[775,807]","[178,189]"
aPKC___Ssdp,4,1,A,B,0.0000,0.0,0.0,0.1757,0.2407,0.4903,0.0000,10.0,0.0,0.1900,44.5,22.0,0.360,1,5,0,0,14.7,18.3,,,958,508,[1],[504-508],,
